"","age","racem","ugloanr","actcap","actded","actmgt","actrd","actrdt","actres","acttch","bapbpr","bayr","chchg","chcon","chfam","chlay","chloc","chot","chpay","chret","chsch","ctzfor","dgrdg","dgryr","eddad","edmom","emrg","emsecdt","facadv","facben","facchal","facind","facloc","facresp","facsal","facsec","facsoc"
"270",35,"4","04","N","N","Y","N","N","N","N","1",2004,"L","L","L","L","L","L","L","L","L","L","1",2004,"8","2","02","21","1","1","2","2","1","2","1","1","2"
"271",32,"4","06","N","Y","Y","Y","Y","N","N","1",2008,"N","Y","N","Y","N","N","N","N","N","L","1",2008,"1","2","05","21","1","2","2","2","1","2","2","2","2"
"272",32,"4","06","N","N","N","N","Y","N","Y","2",2007,"Y","N","N","N","N","N","N","N","N","L","2",2009,"2","5","02","11","2","2","1","1","2","1","2","1","1"
"273",35,"3","06","N","N","Y","N","N","N","N","2",2007,"L","L","L","L","L","L","L","L","L","L","1",2007,"2","2","05","23","1","1","2","1","1","2","1","1","2"
"274",30,"4","02","N","Y","N","Y","Y","N","N","1",2008,"L","L","L","L","L","L","L","L","L","L","1",2008,"4","4","06","21","2","2","2","3","1","2","2","2","2"
"275",34,"4","04","N","N","N","N","Y","N","Y","1",2005,"L","L","L","L","L","L","L","L","L","L","2",2006,"5","5","06","12","2","2","2","3","1","3","2","1","1"
"276",35,"4","02","N","Y","N","Y","Y","N","N","1",2005,"L","L","L","L","L","L","L","L","L","L","1",2005,"4","5","06","21","1","2","2","2","1","2","2","1","2"
"277",35,"4","02","N","N","Y","N","Y","N","Y","2",2004,"L","L","L","L","L","L","L","L","L","L","1",2004,"5","5","05","11","2","1","1","2","2","1","2","2","1"
"278",34,"4","02","L","L","L","L","L","L","L","L",2007,"L","L","L","L","L","L","L","L","L","L","1",2007,"4","4","L","L","L","L","L","L","L","L","L","L","L"
"279",30,"4","06","L","L","L","L","L","L","L","1",2008,"L","L","L","L","L","L","L","L","L","L","1",2008,"5","3","L","L","2","3","2","3","1","3","2","2","2"
"280",35,"4","03","N","Y","Y","Y","Y","N","N","1",2005,"L","L","L","L","L","L","L","L","L","L","2",2007,"3","3","07","21","1","1","1","1","1","1","1","1","1"
"281",35,"4","03","N","Y","N","Y","Y","Y","N","1",2004,"Y","Y","N","N","N","N","Y","N","N","L","3",2009,"2","3","08","21","1","1","1","1","2","1","2","1","1"
"282",31,"4","02","L","L","L","L","L","L","L","1",2008,"L","L","L","L","L","L","L","L","L","L","1",2008,"1","1","L","L","1","2","1","2","1","2","1","1","2"
"283",32,"4","02","N","N","N","N","Y","N","Y","2",2006,"L","L","L","L","L","L","L","L","L","L","4",2014,"4","4","07","11","2","1","1","1","1","1","2","1","1"
"284",34,"4","04","N","Y","N","Y","Y","N","N","1",2004,"L","L","L","L","L","L","L","L","L","L","1",2004,"4","4","07","21","2","2","2","2","2","2","2","2","3"
"285",33,"4","04","N","N","Y","N","Y","N","Y","1",2006,"L","L","L","L","L","L","L","L","L","L","1",2006,"4","4","07","12","3","2","2","1","1","1","3","1","1"
"286",31,"4","02","N","N","N","N","N","N","N","2",2008,"Y","Y","N","N","Y","N","Y","N","N","L","1",2008,"4","4","08","23","2","1","1","2","1","2","2","1","1"
"287",35,"6","02","N","N","Y","N","N","N","N","2",2005,"L","L","L","L","L","L","L","L","L","L","4",2010,"5","4","08","11","2","1","2","2","1","2","1","1","1"
